,FACILITY_NAME,FAC_FDR,DISTRICT_OFFICE,PENALTY_ISSUE_DATE,PENALTY_NUMBER,DISPOSITION,PENALTY_DETAIL,PENALTY_CATEGORY,APPEALED,CLASS_ASSESSED_INITIAL,CLASS_ASSESSED_FINAL,TOTAL_AMOUNT_INITIAL,TOTAL_AMOUNT_DUE_FINAL
390,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2016-11-17,30012760,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,600.0,600.0
391,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2016-11-18,30012765,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,1100.0,1100.0
392,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2016-12-05,30012791,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE03 - Wrong surgical procedure performed on a patient,No,FTR AE,,1400.0,1400.0
393,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,Sacramento,2016-12-29,30012852,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,200.0,200.0
394,MARSHALL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-01-24,30012901,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,800.0,800.0
395,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-02-02,30012931,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,100.0,100.0
396,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-02-02,30012934,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,100.0,100.0
397,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-02-02,30012935,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,100.0,100.0
398,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-02-14,30012974,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,500.0,500.0
399,MARSHALL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-03-24,30013084,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,100.0,100.0
400,"ADVANCED HOME HEALTH, INC",HOME HEALTH AGENCY,Sacramento,2017-04-07,30013091,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,4000.0,4000.0
401,"ADVANCED HOME HEALTH, INC",HOME HEALTH AGENCY,Sacramento,2017-04-07,30013092,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,3500.0,3500.0
402,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-03-29,30013094,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE08 - Death/disability due to intravascular air embolism,No,FTR AE,,1000.0,1000.0
403,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-04-14,30013125,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,100.0,100.0
404,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-04-20,30013138,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,47452.0,47452.0
405,KAISER FOUNDATION HOSPITAL MODESTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-16,30013209,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,400.0,400.0
406,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-18,30013214,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,200.0,200.0
407,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-19,30013216,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,100.0,100.0
408,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-23,30013222,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,100.0,100.0
409,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-24,30013226,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,300.0,300.0
410,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-24,30013227,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,300.0,300.0
411,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-05-25,30013230,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,100.0,100.0
412,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-01,30013244,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,200.0,200.0
413,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-06,30013256,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,200.0,200.0
414,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-06,30013258,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,900.0,900.0
415,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-07,30013265,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,200.0,200.0
416,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-08,30013270,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,300.0,300.0
417,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-14,30013282,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE03 - Wrong surgical procedure performed on a patient,No,FTR AE,,200.0,200.0
418,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-15,30013291,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,500.0,500.0
419,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-20,30013301,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,300.0,300.0
420,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-06-21,30013304,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,1000.0,1000.0
421,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-07-17,30013352,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,300.0,300.0
422,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-07-25,30013372,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE28 - Adverse event or series of adverse events,No,FTR AE,,200.0,200.0
423,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-08-01,30013407,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,700.0,700.0
424,FIRST CALL HOME CARE,HOME HEALTH AGENCY,Sacramento,2017-08-15,30013434,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,600.0,600.0
425,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-11-07,30013603,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,4700.0,4700.0
426,SAN JOAQUIN GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2017-11-20,30013636,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,5800.0,5800.0
427,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-03-28,30013945,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,75000.0,75000.0
428,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-05-07,30014056,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,200.0,200.0
429,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-05-09,30014069,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,200.0,200.0
430,KAISER FOUNDATION HOSPITAL MODESTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-06-15,30014150,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE08 - Death/disability due to intravascular air embolism,No,FTR AE,,100.0,100.0
431,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-06-14,30014156,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,700.0,700.0
432,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-06-15,30014162,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,3200.0,3200.0
433,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-06-27,30014191,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,1900.0,1900.0
434,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-06-28,30014198,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,600.0,600.0
435,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-07-03,30014214,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,300.0,300.0
436,ADVENTIST HEALTH SONORA,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-07-19,30014251,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,1400.0,1400.0
437,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-07-19,30014253,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,700.0,700.0
438,VIBRA HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-07-25,30014283,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,75000.0,75000.0
439,MERCY GENERAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-12-14,30014651,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE01 - Surgery performed on a wrong body part,No,FTR AE,,1800.0,1800.0
440,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-12-14,30014656,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE12 - Medication error,No,FTR AE,,14500.0,14500.0
441,"SUTTER MEDICAL CENTER, SACRAMENTO",GENERAL ACUTE CARE HOSPITAL,Sacramento,2018-12-14,30014657,Open,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,Yes,AP IJ,,75000.0,75000.0
442,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2007-07-31,40004118,Closed,AP - Immediate Jeopardy (HSC 1280.3),Other Immediate Jeopardy (not an AE),Yes,AP IJ,AP IJ,25000.0,18750.0
443,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2007-08-06,40004136,Closed,AP - Immediate Jeopardy (HSC 1280.3),Other Immediate Jeopardy (not an AE),Yes,AP IJ,AP IJ,25000.0,15000.0
444,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-02-21,40004707,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,300.0,300.0
445,FRESNO HEART AND SURGICAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-02-25,40004709,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,Yes,FTR AE,,4000.0,4000.0
446,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-02-14,40004814,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,Yes,FTR AE,,2200.0,2200.0
447,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-03-28,40004844,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,3000.0,3000.0
448,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-05-02,40004983,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,1000.0,1000.0
449,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-06-16,40005116,Closed,AP - Immediate Jeopardy (HSC 1280.3),Other Immediate Jeopardy (not an AE),Yes,AP IJ,AP IJ,25000.0,18500.0
450,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-06-09,40005119,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,600.0,600.0
451,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-06-09,40005122,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,700.0,700.0
452,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-05-27,40005136,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,Yes,FTR AE,FTR AE,8800.0,400.0
453,KAISER FOUNDATION HOSPITAL - FRESNO,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-07-15,40005237,Closed,AP - Immediate Jeopardy (HSC 1280.3),Other Immediate Jeopardy (not an AE),No,AP IJ,,25000.0,25000.0
454,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-08-28,40005339,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,800.0,800.0
455,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-10-02,40005487,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE05 - Death during or up to 24 hours after surgery,Yes,AP IJ,AP IJ,25000.0,18500.0
456,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-11-03,40005573,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,800.0,800.0
457,CLOVIS COMMUNITY MEDICAL  CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-11-26,40005635,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,25000.0,25000.0
458,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-11-25,40005654,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,400.0,400.0
459,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2008-12-09,40005675,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,1000.0,1000.0
460,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2009-06-16,40006391,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,1600.0,1600.0
461,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2010-03-10,40007038,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,Yes,FTR AE,FTR AE,2500.0,2500.0
462,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2010-04-26,40007039,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,Yes,AP IJ,,25000.0,25000.0
463,KAWEAH DELTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Bakersfield,2010-06-14,40007264,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,2800.0,2800.0
464,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2010-10-14,40007630,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,900.0,900.0
465,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2010-11-22,40007729,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,700.0,700.0
466,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-03-02,40007986,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,1000.0,1000.0
467,STANISLAUS SURGICAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-04-05,40008112,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE01 - Surgery performed on a wrong body part,Yes,AP IJ,AP IJ,50000.0,25000.0
468,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-04-05,40008113,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,Yes,AP IJ,AP IJ,50000.0,30000.0
469,MADERA COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-05-03,40008215,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Patient Record,No,FTR BR,,2200.0,2200.0
470,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-07-29,40008388,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,50000.0,50000.0
471,FRESNO SURGICAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-10-10,40008688,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE01 - Surgery performed on a wrong body part,No,AP IJ,,75000.0,75000.0
472,FRESNO SURGICAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-10-10,40008690,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,No,AP IJ,,50000.0,50000.0
473,ADVENTIST HEALTH HANFORD,GENERAL ACUTE CARE HOSPITAL,Fresno,2011-11-09,40008736,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,50000.0,50000.0
474,MADERA COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,Fresno,2012-01-18,40008925,Closed,AP - Immediate Jeopardy (HSC 1280.3),Other Immediate Jeopardy (not an AE),No,AP IJ,,50000.0,50000.0
475,SAINT AGNES MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2012-04-18,40009197,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,No,AP IJ,,50000.0,50000.0
476,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2012-07-25,40009417,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,75000.0,75000.0
477,MERCY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2012-10-09,40009542,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE21 - Death/disability due to a burn,No,AP IJ,,50000.0,50000.0
478,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2012-10-07,40009592,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE02 - Wrong patient surgery,No,AP IJ,,50000.0,50000.0
479,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-01-28,40009720,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,75000.0,75000.0
480,MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-02-05,40009732,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE15 - Death/disability directly related to hypoglycemia,No,AP IJ,,100000.0,100000.0
481,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-03-12,40009784,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,100000.0,100000.0
482,MEMORIAL HOSPITAL LOS BANOS,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-05-17,40009892,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE26 - Sexual assault on a patient,No,AP IJ,,20000.0,20000.0
483,DOCTORS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-06-04,40009929,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,1700.0,1700.0
484,MERCY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,Fresno,2013-11-15,40010267,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,75000.0,75000.0
